"Colony","Nest","Day","ScaledX","ScaledY","Density"
11,"Tube",4,2.547058824,4.049019608,"Low"
11,"Tube",4,2.558823529,3.984313725,"Low"
11,"Tube",4,2.574509804,3.958823529,"Low"
11,"Tube",4,2.558823529,3.890196078,"Low"
11,"Tube",4,2.6,3.901960784,"Low"
11,"Tube",4,2.617647059,3.919607843,"Low"
11,"Tube",4,2.737254902,3.943137255,"Low"
11,"Tube",4,2.692156863,3.958823529,"Low"
11,"Tube",4,2.711764706,3.950980392,"Low"
11,"Tube",4,2.723529412,3.964705882,"Low"
11,"Tube",4,2.637254902,3.796078431,"Low"
11,"Tube",4,2.739215686,3.841176471,"Low"
11,"Tube",4,2.694117647,3.711764706,"Low"
11,"Tube",4,2.778431373,3.707843137,"Low"
11,"Tube",4,2.835294118,3.625490196,"Low"
11,"Tube",4,2.335294118,3.949019608,"Low"
11,"Tube",4,2.845098039,3.933333333,"Low"
11,"Tube",4,2.9,3.898039216,"Low"
11,"Tube",4,2.87254902,3.788235294,"Low"
11,"Tube",4,3.074509804,3.833333333,"Low"
11,"Tube",4,2.98627451,3.945098039,"Low"
11,"Tube",4,3.001960784,3.696078431,"Low"
11,"Tube",4,3.084313725,3.649019608,"Low"
11,"Tube",4,3.147058824,3.701960784,"Low"
11,"Tube",4,3.339215686,3.688235294,"Low"
11,"Tube",4,3.407843137,3.717647059,"Low"
11,"Tube",4,3.550980392,3.674509804,"Low"
11,"Tube",4,3.203921569,3.703921569,"Low"
11,"Tube",4,3.241176471,3.803921569,"Low"
11,"Tube",4,3.339215686,3.890196078,"Low"
11,"Tube",4,3.164705882,3.874509804,"Low"
11,"Tube",4,3.356862745,3.784313725,"Low"
11,"Tube",4,3.578431373,3.935294118,"Low"
11,"Tube",4,3.476470588,3.784313725,"Low"
11,"Tube",4,3.62745098,3.811764706,"Low"
11,"Tube",4,3.470588235,3.845098039,"Low"
11,"Tube",4,3.778431373,3.752941176,"Low"
11,"Tube",4,3.633333333,3.888235294,"Low"
11,"Tube",4,3.725490196,3.882352941,"Low"
11,"Tube",4,3.780392157,3.956862745,"Low"
11,"Tube",4,3.849019608,3.682352941,"Low"
11,"Tube",4,3.890196078,3.850980392,"Low"
11,"Tube",4,4.039215686,3.868627451,"Low"
11,"Tube",4,3.970588235,3.856862745,"Low"
11,"Tube",4,4.047058824,3.709803922,"Low"
11,"Tube",4,3.970588235,3.68627451,"Low"
11,"Tube",4,4.088235294,3.760784314,"Low"
11,"Tube",4,4.12745098,3.952941176,"Low"
11,"Tube",4,3.98627451,3.990196078,"Low"
11,"Tube",4,4,4.003921569,"Low"
11,"Tube",4,4.166666667,3.839215686,"Low"
11,"Tube",4,4.225490196,3.778431373,"Low"
11,"Tube",4,4.17254902,3.71372549,"Low"
11,"Tube",4,4.249019608,3.705882353,"Low"
11,"Tube",4,4.319607843,3.752941176,"Low"
11,"Tube",4,4.329411765,3.774509804,"Low"
11,"Tube",4,4.258823529,3.874509804,"Low"
11,"Tube",4,4.270588235,3.917647059,"Low"
11,"Tube",4,4.237254902,3.894117647,"Low"
11,"Tube",4,4.358823529,3.958823529,"Low"
11,"Tube",4,4.403921569,3.760784314,"Low"
11,"Tube",4,4.429411765,3.823529412,"Low"
11,"Tube",4,4.464705882,3.888235294,"Low"
11,"Tube",4,4.523529412,3.684313725,"Low"
11,"Tube",4,4.547058824,3.801960784,"Low"
11,"Tube",4,4.533333333,3.858823529,"Low"
